IpNode [ID LAYER FIELD TABLE_NUM CHILD_NUM]

0	0	4	1	257
1	1	0	1	6
2	2	6	1	102
3	1	0	1	5
4	2	6	1	141
5	1	0	1	3
6	2	6	1	128
7	1	0	1	4
8	2	6	1	132
9	1	0	1	4
10	2	6	1	125
11	1	0	1	6
12	2	6	1	88
13	1	0	1	4
14	2	6	1	132
15	1	0	1	4
16	2	6	1	125
17	1	0	1	5
18	2	6	1	95
19	1	0	1	4
20	2	6	1	124
21	1	0	1	7
22	2	6	1	22
23	1	0	1	4
24	2	6	1	135
25	1	0	1	6
26	2	6	1	100
27	1	0	1	4
28	2	6	1	126
29	1	0	1	16
30	2	6	1	19
31	1	0	1	5
32	2	6	1	90
33	1	0	1	7
34	2	6	1	17
35	1	0	1	6
36	2	6	1	94
37	1	0	1	17
38	2	6	1	22
39	1	0	1	16
40	2	6	1	25
41	1	0	1	4
42	2	6	1	97
43	1	0	1	4
44	2	6	1	96
45	1	0	1	5
46	2	6	1	101
47	1	0	1	4
48	2	6	1	130
49	1	0	1	17
50	2	6	1	20
51	1	0	1	6
52	2	6	1	87
53	1	0	1	3
54	2	6	1	124
55	1	0	1	5
56	2	6	1	72
57	1	0	1	6
58	2	6	1	11
59	1	0	1	4
60	2	6	1	103
61	1	0	1	8
62	2	6	1	97
63	1	0	1	6
64	2	6	1	75
65	1	0	1	6
66	2	6	1	74
67	1	0	1	18
68	2	6	1	25
69	1	0	1	4
70	2	6	1	130
71	1	0	1	4
72	2	6	1	106
73	1	0	1	6
74	2	6	1	85
75	1	0	1	7
76	2	6	1	94
77	1	0	1	4
78	2	6	1	134
79	1	0	1	5
80	2	6	1	95
81	1	0	1	5
82	2	6	1	133
83	1	0	1	4
84	2	6	1	137
85	1	0	1	4
86	2	6	1	122
87	1	0	1	18
88	2	6	1	25
89	1	0	1	7
90	2	6	1	66
91	1	0	1	3
92	2	6	1	137
93	1	0	1	16
94	2	6	1	25
95	2	6	1	83
96	1	0	1	6
97	2	6	1	23
98	2	6	1	91
99	2	6	1	14
100	1	0	1	19
101	2	6	1	1
102	2	6	1	63
103	2	6	1	10
104	2	6	1	28
105	2	6	1	80
106	2	6	1	8
107	1	0	1	16
108	2	6	1	13
109	2	6	1	79
110	2	6	1	11
111	2	6	1	34
112	1	0	1	5
113	2	6	1	89
114	2	6	1	25
115	1	0	1	6
116	2	6	1	59
117	2	6	1	101
118	2	6	1	21
119	2	6	1	127
120	2	6	1	89
121	2	6	1	80
122	2	6	1	20
123	2	6	1	23
124	1	0	1	4
125	2	6	1	73
126	2	6	1	141
127	2	6	1	28
128	2	6	1	23
129	2	6	1	23
130	1	0	1	5
131	2	6	1	71
132	2	6	1	19
133	2	6	1	95
134	2	6	1	62
135	1	0	1	4
136	2	6	1	85
137	2	6	1	27
138	2	6	1	120
139	2	6	1	89
140	2	6	1	30
141	2	6	1	22
142	2	6	1	46
143	2	6	1	25
144	2	6	1	67
145	1	0	1	5
146	2	6	1	65
147	2	6	1	15
148	1	0	1	4
149	2	6	1	80
150	2	6	1	90
151	2	6	1	137
152	2	6	1	29
153	2	6	1	27
154	2	6	1	56
155	2	6	1	24
156	2	6	1	87
157	2	6	1	18
158	1	0	1	4
159	2	6	1	95
160	2	6	1	30
161	2	6	1	23
162	2	6	1	57
163	2	6	1	131
164	2	6	1	31
165	2	6	1	41
166	2	6	1	22
167	2	6	1	19
168	1	0	1	4
169	2	6	1	110
170	2	6	1	107
171	2	6	1	15
172	2	6	1	120
173	2	6	1	24
174	2	6	1	71
175	2	6	1	50
176	1	0	1	4
177	2	6	1	90
178	2	6	1	28
179	1	0	1	6
180	2	6	1	25
181	2	6	1	25
182	2	6	1	87
183	2	6	1	124
184	2	6	1	24
185	2	6	1	18
186	2	6	1	54
187	2	6	1	97
188	2	6	1	15
189	2	6	1	95
190	2	6	1	4
191	2	6	1	85
192	2	6	1	33
193	2	6	1	24
194	2	6	1	9
195	2	6	1	32
196	2	6	1	89
197	1	0	1	4
198	2	6	1	113
199	2	6	1	17
200	2	6	1	22
201	2	6	1	95
202	2	6	1	137
203	2	6	1	18
204	1	0	1	4
205	2	6	1	131
206	2	6	1	24
207	2	6	1	17
208	2	6	1	3
209	2	6	1	144
210	2	6	1	21
211	1	0	1	5
212	2	6	1	90
213	2	6	1	19
214	2	6	1	134
215	2	6	1	19
216	2	6	1	22
217	2	6	1	91
218	2	6	1	92
219	2	6	1	23
220	1	0	1	5
221	2	6	1	24
222	2	6	1	136
223	2	6	1	29
224	2	6	1	34
225	1	0	1	5
226	2	6	1	63
227	2	6	1	23
228	2	6	1	28
229	2	6	1	110
230	2	6	1	107
231	1	0	1	4
232	2	6	1	30
233	2	6	1	135
234	2	6	1	27
235	2	6	1	98
236	2	6	1	21
237	2	6	1	29
238	2	6	1	114
239	2	6	1	41
240	2	6	1	26
241	1	0	1	5
242	2	6	1	51
243	1	0	1	4
244	2	6	1	30
245	2	6	1	128
246	2	6	1	27
247	2	6	1	87
248	2	6	1	97
249	2	6	1	25
250	2	6	1	88
251	2	6	1	23
252	1	0	1	4
253	2	6	1	51
254	2	6	1	76
255	2	6	1	25
256	2	6	1	134
257	2	6	1	24
258	1	0	1	6
259	2	6	1	15
260	2	6	1	77
261	2	6	1	104
262	2	6	1	20
263	1	0	1	19
264	2	6	1	2
265	1	0	1	8
266	2	6	1	67
267	1	0	1	21
268	2	6	1	18
269	2	6	1	103
270	2	6	1	129
271	2	6	1	20
272	2	6	1	1
273	2	6	1	34
274	2	6	1	58
275	2	6	1	80
276	1	0	1	4
277	2	6	1	80
278	2	6	1	25
279	2	6	1	123
280	2	6	1	25
281	1	0	1	6
282	2	6	1	82
283	2	6	1	8
284	2	6	1	53
285	2	6	1	84
286	1	0	1	4
287	2	6	1	97
288	2	6	1	25
289	2	6	1	30
290	2	6	1	109
291	2	6	1	111
292	2	6	1	23
293	2	6	1	24
294	2	6	1	57
295	2	6	1	19
296	1	0	1	5
297	2	6	1	88
298	2	6	1	19
299	1	0	1	4
300	2	6	1	90
301	2	6	1	20
302	2	6	1	127
303	2	6	1	101
304	2	6	1	84
305	2	6	1	54
306	2	6	1	26
307	1	0	1	5
308	2	6	1	107
309	2	6	1	21
310	2	6	1	135
311	2	6	1	34
312	2	6	1	15
313	2	6	1	14
314	2	6	1	73
315	2	6	1	27
316	1	0	1	4
317	2	6	1	140
318	2	6	1	85
319	2	6	1	18
320	2	6	1	21
321	2	6	1	114
322	2	6	1	26
323	2	6	1	31
324	2	6	1	137
325	2	6	1	65
326	2	6	1	19
327	1	0	1	9
328	2	6	1	36
329	2	6	1	23
330	2	6	1	25
331	2	6	1	87
332	2	6	1	33
333	1	0	1	4
334	2	6	1	52
335	2	6	1	123
336	2	6	1	87
337	2	6	1	33
338	2	6	1	16
339	2	6	1	92
340	2	6	1	81
341	2	6	1	21
