Search Log [PACKET_ID ACC_INNERNODE ACC_LEAFNODE ACC_TABLE ACC_RULE ACC_IPNODE ACC_PORTNODE]

0	4	1	4	1	3	0
1	7	2	7	5	6	0
2	7	3	7	8	6	0
3	6	2	6	6	5	0
4	4	1	4	1	3	0
5	6	2	6	6	5	0
6	5	1	5	1	4	0
7	7	2	7	6	6	0
8	4	1	4	1	3	0
9	4	1	4	2	3	0
10	4	1	4	1	3	0
11	4	1	4	1	3	0
12	6	2	6	9	5	0
13	4	1	4	2	3	0
14	6	2	6	6	5	0
15	4	1	4	1	3	0
16	6	2	6	5	5	0
17	4	1	4	1	3	0
18	4	1	4	1	3	0
19	4	1	4	1	3	0
20	7	3	7	7	6	0
21	4	1	4	1	3	0
22	4	1	4	1	3	0
23	4	1	4	2	3	0
24	4	1	4	1	3	0
25	4	1	4	1	3	0
26	4	1	4	1	3	0
27	7	3	7	7	6	0
28	6	2	6	5	5	0
29	4	1	4	1	3	0
30	4	1	4	2	3	0
31	4	1	4	2	3	0
32	4	1	4	1	3	0
33	4	1	4	1	3	0
34	4	1	4	2	3	0
35	4	1	4	1	3	0
36	7	2	7	3	6	0
37	7	2	7	5	6	0
38	7	2	7	6	6	0
39	4	1	4	1	3	0
40	4	1	4	1	3	0
41	6	3	6	15	5	0
42	4	1	4	1	3	0
43	6	3	6	14	5	0
44	7	2	7	4	6	0
45	4	1	4	1	3	0
46	4	1	4	1	3	0
47	4	1	4	1	3	0
48	4	1	4	2	3	0
49	7	2	7	5	6	0
50	4	1	4	1	3	0
51	4	1	4	1	3	0
52	4	1	4	1	3	0
53	4	1	4	1	3	0
54	4	1	4	1	3	0
55	4	1	4	1	3	0
56	4	1	4	1	3	0
57	4	1	4	1	3	0
58	4	1	4	1	3	0
59	4	1	4	1	3	0
60	4	1	4	1	3	0
61	4	1	4	1	3	0
62	4	1	4	1	3	0
63	4	1	4	1	3	0
64	4	1	4	1	3	0
65	4	1	4	1	3	0
66	4	1	4	1	3	0
67	4	1	4	1	3	0
68	4	1	4	1	3	0
69	4	1	4	1	3	0
70	4	1	4	1	3	0
71	4	1	4	1	3	0
72	4	1	4	1	3	0
73	7	2	7	6	6	0
74	7	2	7	7	6	0
75	4	1	4	1	3	0
76	6	2	6	10	5	0
77	4	1	4	1	3	0
78	7	3	7	11	6	0
79	4	1	4	1	3	0
80	6	2	6	7	5	0
81	4	1	4	1	3	0
82	7	2	7	4	6	0
83	4	1	4	1	3	0
84	4	1	4	2	3	0
