IpNode [ID LAYER FIELD TABLE_NUM CHILD_NUM]

0	0	4	1	65
1	1	0	1	4
2	2	6	1	171
3	2	6	1	173
4	2	6	1	9
5	1	0	1	3
6	2	6	1	173
7	2	6	1	161
8	1	0	1	4
9	2	6	1	13
10	2	6	1	171
11	2	6	1	170
12	1	0	1	5
13	2	6	1	176
14	2	6	1	163
15	2	6	1	4
16	1	0	1	4
17	2	6	1	173
18	2	6	1	176
19	2	6	1	23
20	1	0	1	4
21	2	6	1	156
22	2	6	1	176
23	2	6	1	6
24	1	0	1	3
25	2	6	1	163
26	2	6	1	177
27	1	0	1	4
28	2	6	1	1
29	2	6	1	184
30	2	6	1	167
31	1	0	1	4
32	2	6	1	12
33	2	6	1	173
34	2	6	1	173
35	1	0	1	5
36	2	6	1	4
37	2	6	1	175
38	2	6	1	164
39	2	6	1	18
40	1	0	1	4
41	2	6	1	175
42	2	6	1	177
43	2	6	1	33
44	1	0	1	4
45	2	6	1	158
46	2	6	1	178
47	2	6	1	32
48	1	0	1	4
49	2	6	1	163
50	2	6	1	166
51	2	6	1	41
52	1	0	1	3
53	2	6	1	150
54	2	6	1	169
55	1	0	1	4
56	2	6	1	163
57	2	6	1	184
58	2	6	1	9
59	1	0	1	4
60	2	6	1	164
61	2	6	1	168
62	2	6	1	9
63	1	0	1	4
64	2	6	1	159
65	2	6	1	165
66	2	6	1	36
67	1	0	1	3
68	2	6	1	160
69	2	6	1	168
70	1	0	1	4
71	2	6	1	13
72	2	6	1	171
73	2	6	1	159
74	1	0	1	4
75	2	6	1	39
76	2	6	1	167
77	2	6	1	157
78	1	0	1	4
79	2	6	1	26
80	2	6	1	173
81	2	6	1	163
82	1	0	1	4
83	2	6	1	32
84	2	6	1	175
85	2	6	1	151
86	1	0	1	4
87	2	6	1	42
88	2	6	1	182
89	2	6	1	137
90	1	0	1	4
91	2	6	1	69
92	2	6	1	177
93	2	6	1	135
94	1	0	1	4
95	2	6	1	80
96	2	6	1	172
97	2	6	1	134
98	1	0	1	4
99	2	6	1	82
100	2	6	1	174
101	2	6	1	133
102	1	0	1	4
103	2	6	1	87
104	2	6	1	177
105	2	6	1	139
106	1	0	1	4
107	2	6	1	84
108	2	6	1	180
109	2	6	1	143
110	1	0	1	4
111	2	6	1	70
112	2	6	1	170
113	2	6	1	145
114	1	0	1	4
115	2	6	1	49
116	2	6	1	167
117	2	6	1	149
118	1	0	1	4
119	2	6	1	51
120	2	6	1	170
121	2	6	1	157
122	1	0	1	4
123	2	6	1	34
124	2	6	1	160
125	2	6	1	163
126	1	0	1	4
127	2	6	1	30
128	2	6	1	171
129	2	6	1	154
130	1	0	1	4
131	2	6	1	44
132	2	6	1	162
133	2	6	1	159
134	1	0	1	4
135	2	6	1	42
136	2	6	1	174
137	2	6	1	158
138	1	0	1	4
139	2	6	1	37
140	2	6	1	182
141	2	6	1	169
142	1	0	1	4
143	2	6	1	11
144	2	6	1	165
145	2	6	1	171
146	1	0	1	4
147	2	6	1	23
148	2	6	1	174
149	2	6	1	167
150	1	0	1	4
151	2	6	1	9
152	2	6	1	172
153	2	6	1	166
154	1	0	1	4
155	2	6	1	16
156	2	6	1	178
157	2	6	1	169
158	1	0	1	4
159	2	6	1	18
160	2	6	1	171
161	2	6	1	178
162	1	0	1	5
163	2	6	1	6
164	2	6	1	168
165	2	6	1	172
166	2	6	1	10
167	1	0	1	4
168	2	6	1	167
169	2	6	1	176
170	1	0	1	4
171	2	6	1	168
172	2	6	1	180
173	2	6	1	12
174	1	0	1	3
175	2	6	1	166
176	2	6	1	170
177	1	0	1	5
178	2	6	1	8
179	2	6	1	174
180	2	6	1	167
181	2	6	1	14
182	1	0	1	4
183	2	6	1	171
184	2	6	1	172
185	2	6	1	21
186	1	0	1	3
187	2	6	1	151
188	2	6	1	170
189	1	0	1	4
190	2	6	1	176
191	2	6	1	168
192	2	6	1	16
193	1	0	1	4
194	2	6	1	168
195	2	6	1	175
196	2	6	1	29
197	1	0	1	4
198	2	6	1	158
199	2	6	1	178
200	2	6	1	35
201	1	0	1	4
202	2	6	1	150
203	2	6	1	170
204	2	6	1	40
205	1	0	1	4
206	2	6	1	156
207	2	6	1	164
208	2	6	1	67
209	1	0	1	4
210	2	6	1	149
211	2	6	1	179
212	2	6	1	55
213	1	0	1	4
214	2	6	1	148
215	2	6	1	178
216	2	6	1	60
217	1	0	1	4
218	2	6	1	152
219	2	6	1	173
220	2	6	1	72
221	1	0	1	4
222	2	6	1	138
223	2	6	1	171
224	2	6	1	56
225	1	0	1	4
226	2	6	1	156
227	2	6	1	177
228	2	6	1	43
229	1	0	1	4
230	2	6	1	152
231	2	6	1	180
232	2	6	1	13
233	1	0	1	3
234	2	6	1	172
235	2	6	1	164
236	1	0	1	4
237	2	6	1	20
238	2	6	1	171
239	2	6	1	166
240	1	0	1	4
241	2	6	1	176
242	2	6	1	184
243	2	6	1	3
244	1	0	1	4
245	2	6	1	173
246	2	6	1	169
247	2	6	1	8
248	1	0	1	3
249	2	6	1	169
250	2	6	1	174
251	2	6	1	4
252	2	6	1	1
253	2	6	1	242
254	2	6	1	252
255	2	6	1	245
256	2	6	1	247
257	2	6	1	252
258	2	6	1	247
259	2	6	1	245
260	2	6	1	246
261	2	6	1	243
262	2	6	1	241
263	2	6	1	246
264	2	6	1	247
265	2	6	1	243
266	2	6	1	246
267	2	6	1	243
268	2	6	1	246
269	2	6	1	244
270	2	6	1	243
271	2	6	1	250
272	2	6	1	250
273	2	6	1	243
274	2	6	1	248
275	2	6	1	249
276	2	6	1	245
277	2	6	1	246
278	2	6	1	249
279	2	6	1	246
280	2	6	1	250
281	2	6	1	248
282	2	6	1	248
283	2	6	1	246
284	2	6	1	244
285	2	6	1	245
286	2	6	1	246
287	2	6	1	241
288	2	6	1	244
289	2	6	1	249
290	2	6	1	244
291	2	6	1	240
292	2	6	1	245
293	2	6	1	245
294	2	6	1	245
295	2	6	1	253
296	2	6	1	242
297	2	6	1	243
298	2	6	1	247
299	2	6	1	251
300	2	6	1	247
301	2	6	1	242
302	2	6	1	243
303	2	6	1	246
304	2	6	1	243
305	2	6	1	247
306	2	6	1	243
307	2	6	1	246
308	2	6	1	248
309	2	6	1	246
310	2	6	1	246
311	2	6	1	251
312	2	6	1	245
313	2	6	1	246
314	2	6	1	248
315	2	6	1	249
316	2	6	1	243
317	1	0	1	128
318	2	6	1	1
319	2	6	1	1
