Search Log [PACKET_ID ACC_INNERNODE ACC_LEAFNODE ACC_TABLE ACC_RULE ACC_IPNODE ACC_PORTNODE]

0	6	2	6	59	5	0
1	4	1	4	2	3	0
2	4	1	4	73	3	0
3	4	1	4	1	3	0
4	5	1	5	2	4	0
5	4	1	4	1	3	0
6	5	1	5	4	4	0
7	5	1	5	4	4	0
8	4	1	4	20	3	0
9	4	1	4	1	3	0
10	5	1	5	1	4	0
11	4	1	4	1	3	0
12	5	1	5	5	4	0
13	6	2	6	39	5	0
14	6	2	6	39	5	0
15	4	1	4	1	3	0
16	6	2	6	85	5	0
17	4	1	4	1	3	0
18	6	2	6	55	5	0
19	4	1	4	53	3	0
20	6	2	6	61	5	0
21	5	1	5	2	4	0
22	4	1	4	1	3	0
23	6	2	6	83	5	0
24	4	1	4	1	3	0
25	5	1	5	2	4	0
26	5	1	5	6	4	0
27	5	1	5	6	4	0
28	5	1	5	6	4	0
29	5	1	5	6	4	0
30	5	1	5	6	4	0
31	4	1	4	2	3	0
32	4	1	4	1	3	0
33	6	2	6	39	5	0
34	5	1	5	2	4	0
35	4	1	4	1	3	0
36	4	1	4	1	3	0
37	6	2	6	54	5	0
38	4	1	4	2	3	0
39	4	1	4	2	3	0
40	4	1	4	1	3	0
41	6	2	6	85	5	0
42	6	2	6	36	5	0
43	4	1	4	1	3	0
44	5	1	5	2	4	0
45	5	1	5	2	4	0
46	6	2	6	61	5	0
47	5	1	5	6	4	0
48	4	1	4	65	3	0
49	6	2	6	10	5	0
50	4	1	4	1	3	0
51	6	2	6	87	5	0
52	5	1	5	1	4	0
53	4	1	4	75	3	0
54	6	2	6	84	5	0
55	4	1	4	35	3	0
56	6	2	6	39	5	0
57	4	1	4	1	3	0
58	5	1	5	2	4	0
59	6	2	6	41	5	0
60	4	1	4	25	3	0
61	5	1	5	1	4	0
62	4	1	4	1	3	0
63	6	2	6	87	5	0
64	4	1	4	1	3	0
65	6	2	6	83	5	0
66	4	1	4	1	3	0
67	4	1	4	2	3	0
68	6	2	6	62	5	0
69	4	1	4	2	3	0
70	4	1	4	20	3	0
71	4	1	4	3	3	0
72	4	1	4	25	3	0
73	4	1	4	25	3	0
74	4	1	4	25	3	0
75	4	1	4	25	3	0
76	4	1	4	1	3	0
77	5	1	5	6	4	0
78	4	1	4	1	3	0
79	4	1	4	3	3	0
80	5	1	5	2	4	0
81	4	1	4	2	3	0
82	4	1	4	1	3	0
83	5	1	5	1	4	0
84	4	1	4	4	3	0
85	4	1	4	1	3	0
86	4	1	4	1	3	0
87	5	1	5	2	4	0
88	5	1	5	1	4	0
89	4	1	4	1	3	0
90	4	1	4	52	3	0
91	4	1	4	2	3	0
92	4	1	4	3	3	0
93	6	2	6	9	5	0
94	5	1	5	4	4	0
95	5	1	5	4	4	0
96	5	1	5	4	4	0
97	5	1	5	4	4	0
98	5	1	5	4	4	0
99	5	1	5	4	4	0
100	5	1	5	4	4	0
101	5	1	5	4	4	0
102	5	1	5	4	4	0
103	4	1	4	89	3	0
104	4	1	4	1	3	0
105	4	1	4	1	3	0
106	4	1	4	68	3	0
107	4	1	4	1	3	0
108	4	1	4	67	3	0
109	5	1	5	6	4	0
110	5	1	5	1	4	0
111	4	1	4	65	3	0
112	6	2	6	9	5	0
113	4	1	4	1	3	0
114	4	1	4	2	3	0
115	5	1	5	5	4	0
116	6	2	6	9	5	0
117	6	2	6	88	5	0
118	5	1	5	1	4	0
119	7	2	7	55	6	0
120	4	1	4	20	3	0
121	4	1	4	36	3	0
122	5	1	5	4	4	0
123	6	2	6	40	5	0
124	4	1	4	1	3	0
125	4	1	4	1	3	0
126	5	1	5	2	4	0
127	4	1	4	43	3	0
128	4	1	4	2	3	0
129	5	1	5	2	4	0
130	6	2	6	85	5	0
131	4	1	4	33	3	0
132	4	1	4	2	3	0
133	4	1	4	2	3	0
134	4	1	4	1	3	0
135	6	2	6	25	5	0
136	4	1	4	1	3	0
137	4	1	4	3	3	0
138	5	1	5	2	4	0
139	6	2	6	26	5	0
140	6	2	6	11	5	0
141	6	2	6	25	5	0
142	4	1	4	2	3	0
143	4	1	4	1	3	0
144	4	1	4	1	3	0
145	4	1	4	1	3	0
146	5	1	5	1	4	0
147	4	1	4	1	3	0
148	5	1	5	9	4	0
149	4	1	4	1	3	0
150	6	2	6	59	5	0
151	5	1	5	1	4	0
152	6	2	6	51	5	0
153	5	1	5	4	4	0
154	5	1	5	6	4	0
155	5	1	5	1	4	0
156	4	1	4	29	3	0
157	4	1	4	1	3	0
158	4	1	4	1	3	0
159	4	1	4	1	3	0
160	4	1	4	1	3	0
161	4	1	4	28	3	0
162	4	1	4	28	3	0
163	4	1	4	1	3	0
164	4	1	4	1	3	0
165	6	2	6	9	5	0
166	4	1	4	1	3	0
167	4	1	4	2	3	0
168	4	1	4	2	3	0
169	4	1	4	2	3	0
170	6	2	6	25	5	0
171	6	2	6	34	5	0
172	4	1	4	23	3	0
173	5	1	5	4	4	0
174	4	1	4	1	3	0
175	4	1	4	1	3	0
176	4	1	4	1	3	0
177	6	2	6	8	5	0
178	4	1	4	1	3	0
179	6	2	6	11	5	0
180	4	1	4	1	3	0
181	4	1	4	1	3	0
182	4	1	4	76	3	0
183	4	1	4	76	3	0
184	6	2	6	10	5	0
185	4	1	4	72	3	0
186	5	1	5	2	4	0
187	4	1	4	1	3	0
188	6	2	6	62	5	0
189	5	1	5	2	4	0
190	4	1	4	76	3	0
191	5	1	5	4	4	0
192	6	2	6	10	5	0
193	6	2	6	10	5	0
194	6	2	6	10	5	0
195	6	2	6	10	5	0
196	6	2	6	10	5	0
197	6	2	6	10	5	0
198	6	2	6	27	5	0
199	5	1	5	4	4	0
200	6	2	6	39	5	0
201	4	1	4	1	3	0
202	4	1	4	1	3	0
203	4	1	4	53	3	0
204	5	1	5	2	4	0
205	5	1	5	2	4	0
206	5	1	5	2	4	0
207	5	1	5	2	4	0
208	5	1	5	2	4	0
209	5	1	5	2	4	0
210	5	1	5	2	4	0
211	5	1	5	2	4	0
212	5	1	5	2	4	0
213	5	1	5	2	4	0
214	5	1	5	2	4	0
215	5	1	5	2	4	0
216	5	1	5	2	4	0
217	5	1	5	2	4	0
218	5	1	5	2	4	0
219	5	1	5	2	4	0
220	5	1	5	2	4	0
221	4	1	4	1	3	0
222	5	1	5	1	4	0
223	4	1	4	1	3	0
